Tue Dec  6 22:24:17 2022    profile.o

         146142480 function calls (141306574 primitive calls) in 213.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:101(_StrongRef)
        1    0.000    0.000    0.000    0.000 modes.py:30(ModeWithInitializationVector)
        1    0.000    0.000    0.000    0.000 registry.py:33(Registry)
        1    0.000    0.000    0.000    0.000 backend_tools.py:323(RubberbandBase)
        1    0.000    0.000    0.000    0.000 convolutional_layers.py:40(Convolution)
        1    0.000    0.000    0.000    0.000 liveness.py:36(Analyzer)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:224(RaggedEnqueueData)
        1    0.000    0.000    0.000    0.000 _interpolate.py:2742(_ppform)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:1697(ModelInputs)
        1    0.000    0.000    0.000    0.000 repeat_vector.py:26(RepeatVector)
        1    0.000    0.000    0.000    0.000 function.py:1895(name)
        3    0.000    0.000    0.000    0.000 device_spec.py:282(device_index)
        1    0.000    0.000    0.000    0.000 _writer.py:29(Writer)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4777(LSTMOptionsT)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:199(MirroredStrategy)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 base_layer_utils.py:794(TrackableWeightHandler)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 argparse.py:115(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 dviread.py:515(DviFont)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:5755(RandomDataset)
        1    0.000    0.000    0.000    0.000 minidom.py:1267(Identified)
        1    0.000    0.000    0.000    0.000 _exceptions.py:44(DuplicateFlagError)
        1    0.000    0.000    0.000    0.000 app.py:60(_HelpFlag)
        1    0.000    0.000    0.000    0.000 absltest.py:541(_method)
        1    0.000    0.000    0.000    0.000 doc_controls.py:270(doc_private)
        1    0.000    0.000    0.000    0.000 ElementTree.py:68(DefusedXMLParser)
        1    0.000    0.000    0.000    0.000 encoder.py:26(_TensorFlowPngEncoder)
        1    0.000    0.000    0.000    0.000 config.py:250(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 linear_operator_circulant.py:966(LinearOperatorCirculant3D)
        1    0.000    0.000    0.000    0.000 client.py:1452(IncompleteRead)
        2    0.000    0.000    0.000    0.000 astn.py:7(Translator)
        1    0.000    0.000    0.000    0.000 core.py:205(update_nested_dict)
        1    0.000    0.000    0.000    0.000 transforms.py:2274(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 polynomial.py:227(Linear)
        1    0.000    0.000    0.000    0.000 spatial_dropout2d.py:26(SpatialDropout2D)
        1    0.000    0.000    0.000    0.000 optimizer_v1.py:153(SGD)
        1    0.000    0.000    0.000    0.000 xml_reporter.py:123(_TestCaseResult)
        1    0.000    0.000    0.000    0.000 nn_ops.py:1310(Convolution)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 plistlib.py:178(UID)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1135(DiagBroyden)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:2362(FeatureTransformationCache)
        1    0.000    0.000    0.000    0.000 rsa.py:54(RSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 crypto.py:78(Error)
        1    0.000    0.000    0.000    0.000 readers.py:382(TFRecordDatasetV2)
        2    0.000    0.000    0.000    0.000 replica_exchange_mc.py:121(default_swap_proposal_fn)
        2    0.000    0.000    0.000    0.000 keras_deps.py:52(register_get_session_function)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 metrics.py:2748(RootMeanSquaredError)
        1    0.000    0.000    0.000    0.000 saveable_object.py:55(SaveableObject)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3489(FillOptionsT)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:19(_MWU)
        1    0.000    0.000    0.000    0.000 callbacks.py:1854(RemoteMonitor)
        1    0.000    0.000    0.000    0.000 readers.py:167(TextLineDatasetV2)
        1    0.000    0.000    0.000    0.000 info.py:689(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 kernel.py:159(KDiagGauss)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:93(SessionRunHook)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 pydoc.py:1041(TextRepr)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 utils.py:112(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 pathlib.py:1569(WindowsPath)
        1    0.000    0.000    0.000    0.000 training_arrays_v1.py:586(ArrayLikeTrainingLoop)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3546(FloorDivOptionsT)
        1    0.000    0.000    0.000    0.000 extensions.py:885(PrecertPoison)
        4    0.000    0.000    0.000    0.000 config.py:785(is_type_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:234(RenameImport)
        1    0.000    0.000    0.000    0.000 core.py:1475(KerasOpDispatcher)
        1    0.000    0.000    0.000    0.000 cfg.py:49(Node)
        1    0.000    0.000    0.000    0.000 training_generator_v1.py:537(GeneratorOrSequenceTrainingLoop)
        1    0.000    0.000    0.000    0.000 format.py:1820(Timedelta64Formatter)
        2    0.000    0.000    0.000    0.000 specifiers.py:33(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:96(ExponentialDecay)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 common.py:122(OdeSolution)
        1    0.000    0.000    0.000    0.000 more.py:1882(run_length)
        1    0.000    0.000    0.000    0.000 function.py:3294(_Marker)
        6    0.000    0.000    0.000    0.000 tensor_shape.py:28(tf_export)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 values.py:481(Mirrored)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 argparse.py:1772(<listcomp>)
        1    0.000    0.000    0.000    0.000 bijector.py:54(_BijectorMeta)
        1    0.000    0.000    0.000    0.000 core.py:264(Dropout)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4661(LSHProjectionOptionsT)
        1    0.000    0.000    0.000    0.000 distribute_coordinator.py:36(_TaskType)
        1    0.000    0.000    0.000    0.000 zero_padding2d.py:27(ZeroPadding2D)
        1    0.000    0.000    0.000    0.000 monitored_session.py:626(ChiefSessionCreator)
        1    0.000    0.000    0.000    0.000 options.py:26(OptionsBase)
        1    0.000    0.000    0.000    0.000 decorator_utils.py:156(_CachedClassProperty)
        1    0.000    0.000    0.000    0.000 save_impl.py:611(LayerCall)
        3    0.000    0.000    0.000    0.000 numeric.py:2255(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 supervisor.py:1050(SVStepCounterThread)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1601(Kern)
        1    0.000    0.000    0.000    0.000 initializers_v2.py:788(GlorotNormal)
        1    0.000    0.000    0.000    0.000 crypto.py:2348(PKCS7)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 trace.py:126(trace_wrapper)
        1    0.000    0.000    0.000    0.000 _flag.py:325(EnumFlag)
        1    0.000    0.000    0.000    0.000 kubernetes_cluster_resolver.py:23(KubernetesClusterResolver)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 linear_operator_identity.py:57(BaseLinearOperatorIdentity)
        1    0.000    0.000    0.000    0.000 profiler_v2.py:45(ProfilerOptions)
        1    0.000    0.000    0.000    0.000 wrappers.py:439(PartialCallableObjectProxy)
        1    0.000    0.000    0.000    0.000 context.py:305(LogicalDevice)
        1    0.000    0.000    0.000    0.000 kernel_outputs.py:41(KernelOutputs)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:2632(DepthToSpaceOptionsT)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:265(ConcatAggregator)
        1    0.000    0.000    0.000    0.000 prefetching_ops.py:88(_CopyToDeviceDataset)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:409(StaticHashTableV1)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        4    0.000    0.000    0.000    0.000 joint_distribution_sequential.py:37(_make_summary_statistic)
        1    0.000    0.000    0.000    0.000 test_utils.py:549(_SubclassModelCustomBuild)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:151(GaussianBlur)
        1    0.000    0.000    0.000    0.000 summary_iterator.py:23(_SummaryIterator)
        1    0.000    0.000    0.000    0.000 c_api_util.py:41(ScopedTFGraph)
        1    0.000    0.000    0.000    0.000 format.py:1608(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 data.py:174(DSIsoGaussianMixture)
        1    0.000    0.000    0.000    0.000 util.py:60(PrettyNamedTupleMixin)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:773(GPUCompatibleFIFOQueue)
        5    0.000    0.000    0.000    0.000 tensor_util.py:259(_generate_isinstance_check)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:7533(QuantizeOptionsT)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 _binomtest.py:10(BinomTestResult)
        1    0.000    0.000    0.000    0.000 op_hint.py:514(_LiteSingleOperand)
        1    0.000    0.000    0.000    0.000 conversion_metadata_schema_py_generated.py:368(ModelOptimizationMode)
        1    0.000    0.000    0.000    0.000 distribution_layer.py:485(CategoricalMixtureOfOneHotCategorical)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:533(enable_auto_cast_variables)
        1    0.000    0.000    0.000    0.000 functional_saver.py:37(_SingleDeviceSaver)
        1    0.000    0.000    0.000    0.000 keras_tensor.py:411(SparseKerasTensor)
        1    0.000    0.000    0.000    0.000 optimizer.py:184(_TensorProcessor)
        1    0.000    0.000    0.000    0.000 templates.py:104(ReplaceTransformer)
        1    0.000    0.000    0.000    0.000 decorator_utils.py:149(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 results.py:11(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        2    0.000    0.000    0.000    0.000 tensor_array_ops.py:743(element_shape)
        1    0.000    0.000    0.000    0.000 containers.py:661(_UnknownField)
        1    0.000    0.000    0.000    0.000 debugger_cli_common.py:842(TabCompletionRegistry)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 base_metric.py:801(SumOverBatchSize)
        1    0.000    0.000    0.000    0.000 apply.py:1185(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 core.py:2472(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 variable_input.py:23(VariableLayer)
        1    0.000    0.000    0.000    0.000 object_identity.py:84(Reference)
        1    0.000    0.000    0.000    0.000 monitoring.py:311(BoolGaugeCell)
        1    0.000    0.000    0.000    0.000 pydoc.py:1893(__init__)
        1    0.000    0.000    0.000    0.000 callbacks.py:1744(EarlyStopping)
        1    0.000    0.000    0.000    0.000 path_random.py:322(RandomGreedy)
        2    0.000    0.000    0.000    0.000 utils.py:15(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 __init__.py:799(Lookup)
        3    0.000    0.000    0.000    0.000 csvs.py:100(decimal)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:314(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _pretty_print_reporter.py:70(TextTestRunner)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parsing_config.py:222(SparseFeature)
        2    0.000    0.000    0.000    0.000 axis.py:578(__init__)
        1    0.000    0.000    0.000    0.000 _defines.py:899(value)
        1    0.000    0.000    0.000    0.000 scale.py:124(FuncTransform)
        1    0.000    0.000    0.000    0.000 density.py:577(ISIPoisson2D)
        1    0.000    0.000    0.000    0.000 index_lookup.py:71(VocabWeightHandler)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1773(FileCookieJar)
        1    0.000    0.000    0.000    0.000 density.py:473(ISIPoissonSine)
        1    0.000    0.000    0.000    0.000 managers.py:222(items)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:22(VisitingDistribution)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 reparameterization.py:24(ReparameterizationType)
        1    0.000    0.000    0.000    0.000 app.py:86(_HelpfullFlag)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9787(SplitVOptionsT)
        1    0.000    0.000    0.000    0.000 profiler.py:174(Profiler)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 lambertw_transform.py:186(LambertWTail)
        1    0.000    0.000    0.000    0.000 rnn_cell_wrapper_v2.py:119(DeviceWrapper)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 polar.py:204(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:1909(TrainingLoop)
        1    0.000    0.000    0.000    0.000 ocsp.py:77(OCSPRequestBuilder)
        1    0.000    0.000    0.000    0.000 def_function.py:511(FunctionDeleter)
        1    0.000    0.000    0.000    0.000 triangulation.py:454(VertexGroup)
        1    0.000    0.000    0.000    0.000 instructions.py:910(PythonBackend)
        1    0.000    0.000    0.000    0.000 base.py:164(_AEADCipherContext)
        1    0.000    0.000    0.000    0.000 rnn_cell_wrapper_v2.py:108(ResidualWrapper)
        1    0.000    0.000    0.000    0.000 distribute.py:237(_LegacyRebatchDataset)
